name,empty_slots,free_bikes,latitude,longitude,timestamp
Gare Routière de Saint Cloud,27,4,48.84288183896324,2.222245037555695,2023-12-06T02:45:12.430000Z
Gare Arcueil - Cachan,15,11,48.799824,2.328171,2023-12-06T02:45:10.344000Z
Raspail - Bac,48,2,48.855628721101,2.3256602883339,2023-12-06T02:45:09.210000Z
Gare RER de Gentilly,19,11,48.814280450380224,2.3410347104072575,2023-12-06T02:45:09.315000Z
Boyer - Ménilmontant,0,0,48.868895162679,2.3919824145635,2023-12-06T02:45:11.315000Z
Aristide Briand - Place de la Résistance,8,16,48.82124248401006,2.2511002421379094,2023-12-06T02:45:09.352000Z
Place Jean Ferrat,2,23,48.8184945213025,2.3744174838066106,2023-12-06T02:45:09.777000Z
Villiers de l'Isle Adam - Pyrénées,17,3,48.867362,2.396222,2023-12-06T02:45:10.275000Z
Saint Georges - d'Aumale,17,6,48.87778639599673,2.337429821491241,2023-12-06T02:45:12.041000Z
Stalingrad - Désiré Chevalier,16,26,48.85670169739857,2.445072233676911,2023-12-06T02:45:10.752000Z
Porte d'Ivry,2,47,48.82176874759649,2.3688706755638127,2023-12-06T02:45:10.572000Z
Victor Hugo - Ecoles,5,19,48.80476007936134,2.4180373930262093,2023-12-06T02:45:12.176000Z
Hôpital Bégin,23,3,48.84571672113014,2.4272462725639348,2023-12-06T02:45:10.625000Z
Belleville - Couronnes,21,27,48.868831082877,2.3809862136841,2023-12-06T02:45:12.242000Z
Charenton - Diderot,7,11,48.846171461187,2.3793068155646,2023-12-06T02:45:09.974000Z
Stephenson - Doudeauville,13,23,48.888537048944826,2.3561610281467438,2023-12-06T02:45:10.993000Z
Jules Ferry - Faubourg du Temple Paris,37,19,48.868397,2.3678933,2023-12-06T02:45:10.169000Z
Place de l'Édit de Nantes,8,20,48.88879,2.3785,2023-12-06T02:45:10.068000Z
Anatole France - Louise Michel,26,23,48.88873214926474,2.2881576418876652,2023-12-06T02:45:09.390000Z
Temple - Jean-Pierre Timbaud,22,14,48.86446597201,2.3660597205162,2023-12-06T02:45:10.393000Z
Guynemer - Séverine,16,9,48.83091743371036,2.2790706530213356,2023-12-06T02:45:11.492000Z
Jean Macé - Faidherbe,13,50,48.85337548426,2.3828620836139,2023-12-06T02:45:11.214000Z
Gaston Roussel - Commune de Paris,16,13,48.89432034553156,2.432552274419542,2023-12-06T02:45:10.702000Z
Bienfaisance - Place de Narvik,33,1,48.87660163459077,2.3129771277308464,2023-12-06T02:45:09.335000Z
Montgallet - Charenton,0,15,48.842647778701,2.3861649278137,2023-12-06T02:45:10.501000Z
Place Jacques Madaule,4,21,48.823933787309,2.2606918215752,2023-12-06T02:45:11.618000Z
Bourse du Travail,8,7,48.868976638826,2.3623438552022,2023-12-06T02:45:10.040000Z
Jacques Callot - Mazarine,22,6,48.85528017533187,2.337574325501919,2023-12-06T02:45:10.798000Z
Parmentier - Hôpital Saint-Louis,20,22,48.871379874257,2.3698963836667,2023-12-06T02:45:10.832000Z
Richard Wallace - Place du 8 Mai 1945,4,25,48.87866794788021,2.2420343756675725,2023-12-06T02:45:09.896000Z
Faustin Hélie - Desbordes-Valmore,21,5,48.859403,2.276522,2023-12-06T02:45:09.316000Z
Quai aux Fleurs - Pont Saint-Louis,2,19,48.85291595620935,2.352195717394352,2023-12-06T02:45:11.340000Z
Porte de Vincennes,28,5,48.846454,2.415514,2023-12-06T02:45:10.956000Z
Flandre - Riquet,8,12,48.888013281448,2.3737595955229,2023-12-06T02:45:10.864000Z
Place de la Porte de Châtillon,51,8,48.8242469,2.3186306,2023-12-06T02:45:10.630000Z
Montreuil - Gonnet,3,21,48.850500564921,2.3890856287864,2023-12-06T02:45:09.434000Z
Dupleix - du Guesclin,9,38,48.85147910413369,2.296709530055523,2023-12-06T02:45:10.833000Z
Montgallet - Reuilly,1,15,48.844291,2.3896481,2023-12-06T02:45:09.347000Z
Varenne,45,2,48.857202661803,2.3152771219611,2023-12-06T02:45:12.352000Z
Place des Ternes.,26,20,48.878438631226516,2.297727763652802,2023-12-06T02:45:10.041000Z
Ancien Canal - Hélène Brion,12,11,48.89484799296163,2.4188338592648506,2023-12-06T02:45:09.192000Z
Departement - Pajol,2,17,48.886674849730184,2.3613611608743668,2023-12-06T02:45:11.649000Z
Boulets - Voltaire,4,19,48.85218705621,2.3890301585197,2023-12-06T02:45:12.232000Z
Fragonard - Porte de Clichy,30,25,48.894155633419,2.3143893107772,2023-12-06T02:45:10.861000Z
Lacuée - Lyon,9,6,48.849268481958,2.3704585433006,2023-12-06T02:45:09.617000Z
Jardin d'Acclimatation,21,11,48.878772242510465,2.270772233605385,2023-12-06T02:45:10.968000Z
Gare Montparnasse - René Mouchotte,36,3,48.83920384329242,2.320883944630623,2023-12-06T02:45:09.412000Z
Charles de Gaulle - Jean Lolive,12,13,48.8932644350857,2.4126765131950383,2023-12-06T02:45:09.650000Z
Paul Vaillant Couturier - Chaptal,28,7,48.893479576183,2.2775253653526,2023-12-06T02:45:11.630000Z
Place de la Fraternité,9,12,48.85716405838368,2.422847449779511,2023-12-06T02:45:11.261000Z
Vincent Auriol - Louise Weiss,18,4,48.834001935501,2.3703888058662,2023-12-06T02:45:11.854000Z
Gare de Laplace,32,11,48.80893199114179,2.3349460959434514,2023-12-06T02:45:10.771000Z
Bayen - Pereire,6,16,48.881804409079656,2.2921088710427284,2023-12-06T02:45:11.785000Z
Quai de la Loire - Jean Jaurès,15,1,48.88339733854529,2.371074522980134,2023-12-06T02:45:09.817000Z
Gare de Lyon - Roland Barthes,63,5,48.84395729494058,2.3790882155299187,2023-12-06T02:45:10.327000Z
Route de Sèvres - Porte de Bagatelle,3,60,48.87525984132485,2.249415814876557,2023-12-06T02:45:09.893000Z
Commandant Rivière,23,2,48.872933,2.309796,2023-12-06T02:45:11.284000Z
Gare de Pont-Cardinet,29,5,48.88713901475306,2.314494143994255,2023-12-06T02:45:09.764000Z
Bordier - Félix Faure,1,47,48.90390751882016,2.3830059170722966,2023-12-06T02:45:11.580000Z
Jussieu - Fossés Saint-Bernard,36,2,48.84718551002347,2.3534858599305153,2023-12-06T02:45:11.689000Z
Charonne - Avron,21,5,48.851602665222,2.3984030470379,2023-12-06T02:45:10.866000Z
Félix Faure - Sadi Carnot,21,11,48.90812110228388,2.378623187541962,2023-12-06T02:45:11.885000Z
Square Cambronne,49,9,48.84756654526,2.3025691509247,2023-12-06T02:45:11.448000Z
Lemercier - Cardinet,14,9,48.890097168851746,2.317377626895905,2023-12-06T02:45:09.676000Z
18 juin 1940 - Buzenval,16,9,48.868807,2.185428,2023-12-06T02:45:10.479000Z
Porte de la Villette,12,15,48.89835196548483,2.386150136590004,2023-12-06T02:45:12.101000Z
Ouest - Château ,18,4,48.83617286014242,2.319392143923804,2023-12-06T02:45:11.109000Z
Place aux Étoiles,36,3,48.91835629408464,2.3523425683379173,2023-12-06T02:45:09.382000Z
Flandrin - Henri Martin,12,6,48.8643275,2.2724174,2023-12-06T02:45:12.397000Z
Alexandre Dumas - Voltaire,29,30,48.852888670365,2.3891476408096,2023-12-06T02:45:11.460000Z
Jean Colly - Tolbiac,13,21,48.827817291597846,2.3705490678548813,2023-12-06T02:45:11.312000Z
Pirogues de Bercy - Libourne,46,0,48.832308,2.38637,2023-12-06T02:45:12.425000Z
Place Jean-Baptiste Clément,5,19,48.81240466867336,2.3617091774940495,2023-12-06T02:45:09.441000Z
Verdun - Place Henri IV,18,6,48.870797375639214,2.2277003154158592,2023-12-06T02:45:10.310000Z
Picpus - Louis Braille,25,18,48.839988788912,2.4005256685521,2023-12-06T02:45:09.897000Z
Porte d'Auteuil,31,2,48.8479394142243,2.2608396783471107,2023-12-06T02:45:09.678000Z
Sarrette - Général Leclerc,18,4,48.825030852925,2.3264128693982,2023-12-06T02:45:10.598000Z
Réunion - Avron,17,9,48.852566752033766,2.403928068708116,2023-12-06T02:45:11.359000Z
Bastille - Biscornet,39,21,48.851355779579,2.369220033288,2023-12-06T02:45:09.856000Z
Square des Saint-Simoniens,16,9,48.8701796,2.3967273,2023-12-06T02:45:11.568000Z
Petit - Manin,14,8,48.88650687534334,2.3938155401308374,2023-12-06T02:45:11.472000Z
Place des Marseillais,27,10,48.82663907252554,2.4059280753135686,2023-12-06T02:45:09.236000Z
Gare Rosny-Bois-Perrier,14,20,48.88115023337061,2.480436824262142,2023-12-06T02:45:09.414000Z
Chanzy - Sud-Est,11,14,48.888912037698766,2.195632159709931,2023-12-06T02:45:10.078000Z
Jussieu - Guy de la Brosse,37,3,48.845665,2.355653,2023-12-06T02:45:11.492000Z
Gabrielle Josserand - Edouard Vaillant,1,20,48.90271566255436,2.3933270573616032,2023-12-06T02:45:09.702000Z
Square René Viviani - Montebello,19,13,48.851904891406384,2.347842156887055,2023-12-06T02:45:09.330000Z
Jean Lolive - Parc Stalingrad,11,11,48.89206174403158,2.4091735482215886,2023-12-06T02:45:09.361000Z
Courcelles - Place des Ternes,28,3,48.878199928923124,2.2992860188665043,2023-12-06T02:45:09.733000Z
Cambronne - Villa Croix Nivert,38,24,48.845847561366,2.3017574474216,2023-12-06T02:45:10.038000Z
Victor Hugo - Magasins Généraux,34,0,48.903281401126755,2.368072383105755,2023-12-06T02:45:09.619000Z
Gare Saint-Lazare - Cour du Havre,38,6,48.875674400851,2.3265598341823,2023-12-06T02:45:09.394000Z
Guichet - Jean Jaurès,1,25,48.905169868129036,2.3023840785026555,2023-12-06T02:45:12.441000Z
Claude Bernard - Arbalète,13,3,48.83976676978202,2.347510904073715,2023-12-06T02:45:12.128000Z
Rapp - Place du Général Gouraud,15,13,48.858102885107,2.3004072904587,2023-12-06T02:45:11.700000Z
Edgar Quinet - Gaité,25,1,48.84116092896631,2.32459545135498,2023-12-06T02:45:11.757000Z
Place Carnot,6,18,48.85593932186797,2.441531717777252,2023-12-06T02:45:12.427000Z
Gravelle - Route du Bac,26,25,48.824407,2.418455,2023-12-06T02:45:09.494000Z
René Boulanger - Lancry,61,0,48.8685433,2.3600032,2023-12-06T02:45:10.961000Z
Ceinture du Lac Inferieure - Saint-Cloud,37,5,48.86218070933143,2.2617871686816216,2023-12-06T02:45:10.949000Z
Anatole France - Jean Lolive,16,9,48.8949922,2.4253764,2023-12-06T02:45:09.571000Z
Boyer-Barret - Raymond Losserand,12,11,48.83329880233322,2.3173383995890617,2023-12-06T02:45:12.429000Z
Piat - Parc de Belleville,13,8,48.87195626635528,2.384981390278095,2023-12-06T02:45:10.012000Z
Lagny - Joffre,28,3,48.84930687084088,2.417949736118317,2023-12-06T02:45:09.247000Z
Parc Monceau,14,3,48.881077914129,2.3095492646098,2023-12-06T02:45:10.200000Z
Porte d'Orléans,46,2,48.8227639,2.3249313,2023-12-06T02:45:12.054000Z
Place Falguière,1,22,48.83629973941847,2.3104464635252953,2023-12-06T02:45:11.347000Z
Vignerons - Minimes,17,11,48.841486,2.430793,2023-12-06T02:45:11.886000Z
Emeriau - Place de Brazzaville,23,28,48.850785261674964,2.2871585190296173,2023-12-06T02:45:10.292000Z
Ecole Militaire - Place Joffre,23,3,48.852060203583,2.3017993569374,2023-12-06T02:45:12.420000Z
Gare d'Austerlitz - Quai Saint-Bernard,27,0,48.84369030864,2.3657163977623,2023-12-06T02:45:10.356000Z
Sommerard - Saint-Jacques,28,6,48.850310432924466,2.345015835298588,2023-12-06T02:45:11.323000Z
Tardieu - Chappe,16,2,48.884146759782,2.341845408082,2023-12-06T02:45:12.252000Z
Petites Ecuries - Faubourg Poissonnière,12,5,48.87397217237368,2.348388757504776,2023-12-06T02:45:10.607000Z
Gare de Bercy,32,3,48.839794573906,2.3826066032052,2023-12-06T02:45:09.798000Z
Pierre Ginier - Clichy,14,2,48.8867667,2.326228,2023-12-06T02:45:10.964000Z
Batignolles - Place de Clichy,44,2,48.883474535757,2.326493114233,2023-12-06T02:45:10.735000Z
Francoeur - Marcadet,4,16,48.89104123261663,2.340014585442034,2023-12-06T02:45:11.322000Z
Henri Chevreau - Couronnes,13,13,48.87033205312931,2.388777695596218,2023-12-06T02:45:10.105000Z
Pascal - Claude Bernard,23,24,48.839061952159746,2.3499782010912895,2023-12-06T02:45:10.453000Z
Place Valhubert,29,6,48.844182577315,2.3640366643667,2023-12-06T02:45:10.434000Z
Lamennais - Washington ,25,0,48.87352990026496,2.303444892168045,2023-12-06T02:45:09.208000Z
Lauriston - Copernic,13,2,48.86926,2.289918,2023-12-06T02:45:11.309000Z
Pierre Grenier - Pont de Billancourt,2,18,48.8258020742942,2.2487989068031315,2023-12-06T02:45:12.446000Z
Vasco de Gama,3,50,48.83671783466264,2.283664085650799,2023-12-06T02:45:12.457000Z
Bineau - Louise Michel,0,0,48.88666162207,2.2843274474144,2023-12-06T02:45:11.885000Z
Professeur René Leriche - Général Leclerc ,20,29,48.90782845483013,2.307887971401215,2023-12-06T02:45:09.283000Z
Bara - Henri Farman,30,6,48.833218027457846,2.2677567601203923,2023-12-06T02:45:11.137000Z
Carrefour Pleyel,26,15,48.92034156960326,2.3438543826341625,2023-12-06T02:45:10.586000Z
Navier - Epinettes,4,31,48.89587780769155,2.3226776719093327,2023-12-06T02:45:11.780000Z
Ledru-Rollin - Charonne,18,13,48.85345855607243,2.3772463581947094,2023-12-06T02:45:09.835000Z
Parc de Belleville - Julien Lacroix,15,10,48.8703459,2.3842214,2023-12-06T02:45:12.374000Z
Gare de l'Est - Verdun,7,4,48.876156054271,2.3609149083206,2023-12-06T02:45:12.239000Z
Charenton - Place du Col Bourgoin,3,31,48.844867319554,2.3825789350545,2023-12-06T02:45:09.526000Z
Morice - Général Leclerc,1,23,48.90245471981591,2.3128929734230046,2023-12-06T02:45:10.176000Z
Lucien Sampaix - Récollets,43,0,48.874330377560476,2.3621229082345963,2023-12-06T02:45:11.524000Z
Place Jean Delay,7,28,48.823316,2.354336,2023-12-06T02:45:11.552000Z
Pont de Levallois-bécon ,49,0,48.8984179,2.2791311,2023-12-06T02:45:10.176000Z
Place Violet,4,25,48.84487893836502,2.2905756533145905,2023-12-06T02:45:09.430000Z
Jonquoy - Didot,7,23,48.82890454823947,2.31648076325655,2023-12-06T02:45:11.346000Z
Place du Général de Gaulle,23,5,48.8525288,2.4877332,2023-12-06T02:45:11.111000Z
Quai Voltaire,21,9,48.858942986179,2.3314182047146,2023-12-06T02:45:11.699000Z
Dunois - Clisson,6,44,48.832294,2.3674523,2023-12-06T02:45:11.353000Z
Edouard Vaillant - Paul-Adolphe Souriau,17,5,48.83484585882868,2.2479459643363957,2023-12-06T02:45:09.629000Z
Michelet - Assas,16,2,48.84274150283194,2.335021197795868,2023-12-06T02:45:11.239000Z
Porte Dorée,27,7,48.8354337,2.4077132,2023-12-06T02:45:11.377000Z
Félix Faure - Lourmel,5,53,48.83868901709515,2.2818081825971603,2023-12-06T02:45:10.316000Z
Belleville - Porte des Lilas,24,8,48.87660391892763,2.404769691129476,2023-12-06T02:45:09.407000Z
Haxo - Surmelin,14,5,48.8694370761222,2.40539657537972,2023-12-06T02:45:09.667000Z
Gare de l'Est - Place du 11 Novembre 1918,33,5,48.876327,2.3585464,2023-12-06T02:45:12.228000Z
Porte de Clignancourt.,32,21,48.897488,2.343996,2023-12-06T02:45:10.816000Z
Primo Levi - Frigos,25,9,48.83094844846017,2.37965351592796,2023-12-06T02:45:10.645000Z
Place Alphonse Deville,15,5,48.850188262662,2.3275961726904,2023-12-06T02:45:09.430000Z
Hôtel de Ville d'Argenteuil,1,29,48.946504,2.2496396,2023-12-06T02:45:09.428000Z
Mézières - Rennes ,47,8,48.85023459321703,2.3303819820284843,2023-12-06T02:45:09.392000Z
Place Adolphe Cherioux - Vaugirard,3,59,48.83959442800459,2.3010657727718353,2023-12-06T02:45:10.026000Z
Charles de Gaulle - Madrid,15,7,48.884432270368,2.2608044743538,2023-12-06T02:45:10.446000Z
Tanger - Place du Maroc,9,10,48.8862524447104,2.3689296841621403,2023-12-06T02:45:09.870000Z
Ménilmontant - Pelleport,1,18,48.87068263384462,2.398959602331646,2023-12-06T02:45:10.963000Z
Vincennes - Douy-Delcupe,28,8,48.85493692155721,2.436049282550812,2023-12-06T02:45:11.152000Z
Place du Cornillon - Stade de France,16,15,48.92540695835961,2.3644426837563515,2023-12-06T02:45:10.917000Z
Belfort - Voltaire,0,36,48.8563358,2.3829901,2023-12-06T02:45:09.734000Z
Porte de Saint-Ouen - Henri Huchard,13,7,48.898708366365064,2.3295360803604126,2023-12-06T02:45:09.772000Z
Place du Maréchal Juin - Péreire,15,30,48.885263,2.298286,2023-12-06T02:45:09.715000Z
Victoria - Place du Chatelet,20,2,48.857992591527,2.3469167947769,2023-12-06T02:45:11.531000Z
Vinaigriers - Magenta,16,9,48.8731167,2.3593052,2023-12-06T02:45:09.463000Z
République - Danton,3,17,48.85249172181667,2.462034523487091,2023-12-06T02:45:10.017000Z
Colonel Monteil - Brune,16,3,48.82650293311,2.3092747998272,2023-12-06T02:45:12.412000Z
Gare d'Asnières sur Seine,16,5,48.90636459217474,2.2835066914558415,2023-12-06T02:45:11.500000Z
Verdun - Adrien Damalix,1,25,48.8222334178559,2.4215328320860863,2023-12-06T02:45:12.008000Z
Milton - Manuel,18,2,48.878249,2.341181,2023-12-06T02:45:10.936000Z
Edouard Pailleron - Simon Bolivar ,24,0,48.87979886049996,2.374839261174202,2023-12-06T02:45:12.353000Z
Mac-Mahon - Brey,21,4,48.877532084130166,2.294512536052928,2023-12-06T02:45:11.786000Z
Eglise d'Auteuil,17,3,48.84749841771691,2.26848387135299,2023-12-06T02:45:11.283000Z
Lepic - Armée d'Orient,22,2,48.88753640381415,2.334307730197907,2023-12-06T02:45:10.452000Z
Jean Jaurès - Jean Baptiste Clément ,8,15,48.84576261454011,2.2369650006294255,2023-12-06T02:45:12.301000Z
Château - Bineau,2,19,48.890404028589806,2.270106375217438,2023-12-06T02:45:11.634000Z
Courcelles - Pierre Demours,8,17,48.883769733273496,2.29858466343129,2023-12-06T02:45:10.700000Z
Mairie du 18ème,15,20,48.892939296937605,2.3445510864257812,2023-12-06T02:45:11.801000Z
Bridaine - Lamandé,18,10,48.8862074,2.3206239,2023-12-06T02:45:09.506000Z
Porte de Ménilmontant,12,3,48.8691543609174,2.40932246879487,2023-12-06T02:45:11.501000Z
Laffitte - Italiens,31,1,48.871815737396,2.3372015478451,2023-12-06T02:45:09.744000Z
Place Lafayette,56,6,48.829654975522,2.2638675570488,2023-12-06T02:45:09.360000Z
Indre - Prairies,30,7,48.86254398506782,2.403290458023548,2023-12-06T02:45:10.319000Z
Lourmel - Marie Skobtsov,4,18,48.844974,2.287283,2023-12-06T02:45:10.241000Z
Belleville - Télégraphe,32,9,48.8756045,2.3995549,2023-12-06T02:45:11.558000Z
Danton - Serpente,8,12,48.852297362582,2.3414132371545,2023-12-06T02:45:10.237000Z
Cité des Sciences et de l'Industrie,15,14,48.89659571178903,2.384599149227142,2023-12-06T02:45:09.637000Z
Place de Verdun,6,34,48.8202823,2.473775,2023-12-06T02:45:10.216000Z
Square des Epinettes,0,20,48.89383909781389,2.325953990221024,2023-12-06T02:45:10.553000Z
Les Planètes ,1,15,48.8099849920804,2.4580853059887886,2023-12-06T02:45:10.924000Z
Chabrol - d'Hauteville,5,5,48.87701838803332,2.3513179644942284,2023-12-06T02:45:10.726000Z
Square du Carrefour de l'Insurrection,12,10,48.820864559770676,2.291113436222077,2023-12-06T02:45:11.440000Z
Square Saint-Ambroise,9,33,48.860934,2.375841,2023-12-06T02:45:11.326000Z
Hameau Fleuri - Marché,7,15,48.831448892608314,2.2412404417991643,2023-12-06T02:45:09.687000Z
Pajol - Riquet ,5,41,48.88960028134536,2.3628534749150276,2023-12-06T02:45:09.284000Z
Lassus - Delouvain,16,3,48.8755044846,2.3890327325519,2023-12-06T02:45:09.669000Z
Emile Blemont - Poteau,4,32,48.8943782,2.3415122,2023-12-06T02:45:09.912000Z
Jean Bleuzen - Square du 11 Novembre,46,1,48.8232579,2.2965213,2023-12-06T02:45:09.372000Z
Orteaux - Mouraud,11,12,48.85558642847872,2.408762907764669,2023-12-06T02:45:10.767000Z
François Ponsard - La Muette ,19,4,48.8583666,2.2744515,2023-12-06T02:45:12.263000Z
Provence - Chaussée d'Antin,19,3,48.87428447542072,2.332976511564311,2023-12-06T02:45:10.293000Z
Ledru-Rollin - Place du Père Chaillet,5,30,48.856433706943704,2.379020587761426,2023-12-06T02:45:09.490000Z
Assas - Vaugirard,31,4,48.848274111398,2.3292413726449,2023-12-06T02:45:12.384000Z
Pelleport - Belgrand,7,7,48.86500081847653,2.403980836377493,2023-12-06T02:45:10.929000Z
Ordener - Poissonniers,18,17,48.891213890844654,2.351288666219873,2023-12-06T02:45:11.800000Z
Place Etienne Pernet,11,32,48.84243457133779,2.2921819612383847,2023-12-06T02:45:12.348000Z
Mairie du 10ème,10,6,48.872089449907,2.3575825989246,2023-12-06T02:45:09.568000Z
Porte d'Aubervilliers,45,7,48.89859661942376,2.3689722642302513,2023-12-06T02:45:11.803000Z
Sadi Carnot - François Mitterrand ,11,16,48.87532687671517,2.4241617321968083,2023-12-06T02:45:11.917000Z
Bellefond - Maubeuge,25,5,48.878255397645,2.3452642187476,2023-12-06T02:45:09.431000Z
Théâtre - Lourmel,31,22,48.8482070397636,2.2898658737540245,2023-12-06T02:45:09.685000Z
Aubervilliers - Curial,16,5,48.89088305227546,2.3688579350709915,2023-12-06T02:45:10.089000Z
Champs-Elysees - Bassano,25,0,48.871811807816,2.300238981843,2023-12-06T02:45:10.197000Z
Balard - Montagne de la Fage,21,14,48.83850740333351,2.2782871127128606,2023-12-06T02:45:11.773000Z
Place Pasdeloup,14,6,48.862654215631,2.3670325062844,2023-12-06T02:45:09.567000Z
Méchain - Faubourg Saint-Jacques,14,2,48.83586772099485,2.33798034198275,2023-12-06T02:45:09.797000Z
Stade Auguste Delaune,3,17,48.80896378683884,2.4345204234123234,2023-12-06T02:45:10.606000Z
Maison de Radio - France,29,16,48.85132886434057,2.277785539627075,2023-12-06T02:45:10.578000Z
Square Léon,18,14,48.88667396788626,2.353205569088459,2023-12-06T02:45:09.502000Z
Jean-Baptiste Pigalle - La Bruyere,6,11,48.87939826447722,2.333709173337285,2023-12-06T02:45:10.167000Z
Transvaal - Charles de Gaulle ,20,7,48.848280403628806,2.2373420120857195,2023-12-06T02:45:09.448000Z
Belliard - Damrémont,10,22,48.89669238777841,2.338023450388167,2023-12-06T02:45:10.054000Z
Mozart - Jasmin,54,6,48.85286124871689,2.268483570651513,2023-12-06T02:45:10.028000Z
Boulets - Faubourg Saint-Antoine,20,22,48.849259262115,2.3917546141943,2023-12-06T02:45:11.226000Z
Haies - Réunion,15,7,48.85386896766491,2.402426162238911,2023-12-06T02:45:10.874000Z
Maine - Antoine Bourdelle,16,1,48.84308531746595,2.320263946784738,2023-12-06T02:45:12.399000Z
Kléber - Gouverneur Général Eboué,8,10,48.826885843069796,2.2723413258790965,2023-12-06T02:45:11.243000Z
Président Wilson - Jean Jaures,3,24,48.89034054052266,2.2920683026313786,2023-12-06T02:45:11.402000Z
Pyrénées - Maraîchers,8,11,48.85714001395299,2.4043509364128113,2023-12-06T02:45:11.832000Z
Beaujon - Wagram,29,0,48.875352455985,2.2964416444302,2023-12-06T02:45:09.254000Z
Place Jacques Bonsergent,14,18,48.870948218595,2.3612049221992,2023-12-06T02:45:09.263000Z
Naples - Rome,22,3,48.879960700846226,2.321358695626259,2023-12-06T02:45:11.787000Z
Place de Passy,11,4,48.85780291711202,2.277500546942199,2023-12-06T02:45:11.177000Z
Gare RER de Saint-Denis,12,26,48.93554324248177,2.3471488058567047,2023-12-06T02:45:09.680000Z
Pont Neuf - Rivoli,24,3,48.860089892617,2.344057559967,2023-12-06T02:45:11.002000Z
Gare du Nord - Dunkerque,17,11,48.880423508429,2.3527636751533,2023-12-06T02:45:10.656000Z
Lavandieres Sainte Opportune - Rivoli,23,3,48.859279702476,2.3466217517853,2023-12-06T02:45:10.919000Z
Musée d'Orsay,50,14,48.85972615790874,2.325860448181629,2023-12-06T02:45:10.168000Z
Bassano -  Iéna,14,1,48.868144510482075,2.296149600985935,2023-12-06T02:45:11.975000Z
Clichy - Place Blanche,17,3,48.883601088297,2.3332237824798,2023-12-06T02:45:09.451000Z
8 Mai 1945 - 10 Juillet 1940,30,0,48.784567029674,2.3979035764933,2023-12-06T02:45:10.596000Z
Diderot - Pierre Bourdan,18,2,48.847648620797,2.3902582749724,2023-12-06T02:45:09.634000Z
Lallier - Trudaine ,24,4,48.88109246617963,2.3408224806189537,2023-12-06T02:45:11.802000Z
Gare du Nord - Saint-Vincent de Paul,18,5,48.880955741648,2.3524305148385,2023-12-06T02:45:11.402000Z
Pereire - Place de Wagram,39,6,48.887070607581215,2.304111124531457,2023-12-06T02:45:09.915000Z
Traversière - Ledru-Rollin,3,28,48.850735824128805,2.375870111706245,2023-12-06T02:45:10.898000Z
Ménilmontant - Père Lachaise,25,16,48.863287291502,2.3869940266013,2023-12-06T02:45:11.834000Z
Sabot - Rennes,20,5,48.852575112948415,2.331552766263485,2023-12-06T02:45:10.317000Z
Palais des Sports,5,17,48.833468517426,2.2858720645308,2023-12-06T02:45:10.415000Z
Fontainebleau - Edmond Michelet,29,14,48.80956436844049,2.3626908659935,2023-12-06T02:45:12.187000Z
Hôpital Pitié Salpêtrière,46,4,48.8377016,2.3604946,2023-12-06T02:45:09.786000Z
Chernoviz - Raynouard,31,4,48.8569864146289,2.282173218142987,2023-12-06T02:45:10.011000Z
Eugène Oudiné - Dessous Des Berges,1,41,48.8256423,2.3750226,2023-12-06T02:45:10.468000Z
Mont Valérien - Michel Salles,21,1,48.8561915,2.2152966,2023-12-06T02:45:09.479000Z
Place du Moulin de Javel,43,3,48.84021670922,2.2716060653329,2023-12-06T02:45:09.269000Z
Batignolles - Rome,12,0,48.881823370566806,2.3202589899301524,2023-12-06T02:45:09.956000Z
Neuve Saint-Pierre - Beautreillis,2,17,48.85355351439652,2.3639122769236565,2023-12-06T02:45:09.588000Z
Alfred Roll - Berthier,10,18,48.887808570529,2.3000952981763,2023-12-06T02:45:09.869000Z
Pernety - Raymond Losserand,27,5,48.834254627953,2.317609339387,2023-12-06T02:45:11.763000Z
Gare Montparnasse - Vaugirard,65,1,48.8418071798797,2.31951002690117,2023-12-06T02:45:11.769000Z
Villersexel - Saint-Germain,14,1,48.858297001218,2.3237934708595,2023-12-06T02:45:11.700000Z
Sénat - Condé,30,3,48.84954227788459,2.337939441204071,2023-12-06T02:45:11.697000Z
Granges aux Belles - Hôpital Saint-Louis,42,18,48.874794994841274,2.366669436984963,2023-12-06T02:45:09.800000Z
Parc de Choisy,0,0,48.828156251575,2.3585135329033,2023-12-06T02:45:10.042000Z
Aqueduc - Villette,7,19,48.883886063895,2.367198803315,2023-12-06T02:45:11.594000Z
Belleville - Pyrénées,25,16,48.8741908,2.3860039,2023-12-06T02:45:09.536000Z
Calmette,21,8,48.88104925098552,2.424993216991425,2023-12-06T02:45:10.884000Z
Billancourt - Général Leclerc ,21,1,48.8322649,2.2380413,2023-12-06T02:45:09.980000Z
Manin - Simon Bolivar,9,14,48.87649965412676,2.379407362599104,2023-12-06T02:45:11.817000Z
Greneta - Sebastopol,26,5,48.865242333228,2.3516669869423,2023-12-06T02:45:11.595000Z
Favart - Italiens,16,0,48.871446353921,2.3382901058508,2023-12-06T02:45:10.064000Z
Parvis Corentin Celton,23,30,48.82747252522725,2.2784319519996648,2023-12-06T02:45:10.373000Z
Parc André Citroën,2,63,48.840639944296655,2.2780618071556096,2023-12-06T02:45:11.696000Z
François 1er - Montaigne,25,4,48.866887649978,2.3066755757207,2023-12-06T02:45:09.930000Z
Roquépine - Malesherbes,33,4,48.87345073390807,2.320404499769211,2023-12-06T02:45:09.565000Z
