name,empty_slots,free_bikes,latitude,longitude,timestamp
Bois de Vincennes.,42,18,48.8338064,2.4132221,2023-12-06T02:45:09.328000Z
Surcouf - Université,38,18,48.861273016278126,2.309453550914185,2023-12-06T02:45:10.821000Z
Ney - Charles Hermite,13,7,48.89874803977525,2.3645754531025887,2023-12-06T02:45:09.424000Z
Faubourg Poissonniere - Delta,28,6,48.882555807626765,2.3497482016682625,2023-12-06T02:45:10.036000Z
Saint-Amand - Labrouste,9,26,48.834097274832295,2.3087677359581,2023-12-06T02:45:11.517000Z
Place du Maquis du Vercors,28,3,48.877321579493575,2.4083782732486725,2023-12-06T02:45:09.787000Z
Jeanne Hornet - Girardot,9,15,48.873802681432146,2.427820265293122,2023-12-06T02:45:09.489000Z
Uzès - Montmartre,28,1,48.870790980240706,2.3431010171771054,2023-12-06T02:45:11.655000Z
Duroc - Place de Breteuil,34,6,48.847460641142,2.3126140236855,2023-12-06T02:45:10.385000Z
Vieille du Temple - Francs Bourgeois,20,8,48.858256413365815,2.35821794718504,2023-12-06T02:45:11.685000Z
Gare du Nord - Demarquay,25,5,48.881154,2.358411,2023-12-06T02:45:12.197000Z
Place François Mitterand,33,0,48.86492782016328,2.442958317697048,2023-12-06T02:45:09.818000Z
Hôtel de Ville de Champigny sur Marne,5,16,48.813810628405,2.5096759200096,2023-12-06T02:45:11.314000Z
Place Pigalle,17,2,48.8827555,2.3361566,2023-12-06T02:45:09.756000Z
Bastille - Beaumarchais,12,10,48.853833463852,2.3685702681541,2023-12-06T02:45:09.470000Z
Poissonniers - Nord,8,20,48.892511213520656,2.3522228747606277,2023-12-06T02:45:10.360000Z
Marignan - Champs-Elysées,34,0,48.869495661232,2.3066138139003,2023-12-06T02:45:11.715000Z
Reims - Porte d'Asnières,20,4,48.891834448210986,2.300144659954865,2023-12-06T02:45:10.536000Z
Saint-Jacques - Tombe Issoire,19,4,48.833206330538864,2.3369108140468597,2023-12-06T02:45:12.236000Z
Hôtel de Ville - Pont-Marie,16,20,48.853899645527,2.3569472506642,2023-12-06T02:45:11.684000Z
Bercy.,55,5,48.839966914994,2.3788625746965,2023-12-06T02:45:10.545000Z
Centenaire - Sorins,37,8,48.85853523359734,2.4273508787155156,2023-12-06T02:45:09.264000Z
Saint-Blaise - Mouraud,10,17,48.85696177597818,2.40869477391243,2023-12-06T02:45:09.329000Z
Romain Rolland,22,3,48.820215229662765,2.3234144234418346,2023-12-06T02:45:10.628000Z
Damrémont - Caulaincourt,15,3,48.88714509078738,2.3325880989432335,2023-12-06T02:45:11.313000Z
Parmentier - Fontaine au Roi,9,37,48.86787670551736,2.372705978671471,2023-12-06T02:45:09.670000Z
Square Desnouettes,8,14,48.83476837934194,2.284142297394666,2023-12-06T02:45:10.069000Z
Brochant - Square des Batignolles ,18,13,48.88818698581028,2.316861143151153,2023-12-06T02:45:09.262000Z
Hôtel de Ville de Levallois Perret,3,23,48.89314451997415,2.2888818383216862,2023-12-06T02:45:10.759000Z
Mairie de Clichy,23,27,48.903653634661,2.3059353232384,2023-12-06T02:45:12.445000Z
Square Raymond Souplex,10,40,48.89183721478911,2.335426103165901,2023-12-06T02:45:10.648000Z
Convention - Saint-Charles,0,19,48.84315611111599,2.2831090539693832,2023-12-06T02:45:09.684000Z
Keller - La Roquette,8,26,48.8555508,2.3752778,2023-12-06T02:45:10.607000Z
Pont de Lodi - Dauphine,8,14,48.855296898603285,2.339947307565249,2023-12-06T02:45:10.029000Z
Thérèse - Opéra,20,2,48.866483514509,2.3344334212238,2023-12-06T02:45:09.728000Z
Place de Finlande,20,3,48.862408335967,2.3113624379039,2023-12-06T02:45:10.646000Z
Ney - Porte de Montmartre,14,10,48.897918,2.3364872,2023-12-06T02:45:11.453000Z
Rougemont - Poissonnière,28,1,48.871611569354755,2.345873080193996,2023-12-06T02:45:11.502000Z
Lagny - Auguste Blanqui,23,4,48.84922568052601,2.4218603968620305,2023-12-06T02:45:11.545000Z
Mairie du 15ème,1,30,48.8417762,2.2986539,2023-12-06T02:45:09.350000Z
Place des Larris,29,5,48.8568363,2.4780236,2023-12-06T02:45:12.033000Z
Manin - Crimée,6,15,48.8831217743719,2.3863670602440834,2023-12-06T02:45:10.018000Z
Nationale - Marcel Duchamp,12,11,48.82463749337136,2.3678014799952507,2023-12-06T02:45:10.597000Z
Franciade - Gabriel Péri,7,18,48.93261499331498,2.355954498052597,2023-12-06T02:45:09.254000Z
Charonne - Philippe-Auguste,12,19,48.855603162026,2.39054639062,2023-12-06T02:45:09.799000Z
Charles Delescluze,5,40,48.85242200848887,2.380632497370243,2023-12-06T02:45:11.314000Z
Paul Doumer - La Tour,33,1,48.860116109626574,2.280840481911055,2023-12-06T02:45:10.947000Z
Poissy - Saint-Germain,13,11,48.84969649427,2.3529685288668,2023-12-06T02:45:09.454000Z
Vistule - Choisy,15,18,48.82365543660611,2.3615723848342896,2023-12-06T02:45:09.817000Z
Gambetta - Michelet,19,14,48.85273792380526,2.429966032505036,2023-12-06T02:45:11.736000Z
Les Juilliottes,0,21,48.8043072,2.4437362,2023-12-06T02:45:09.520000Z
République - Henri Barbusse,4,27,48.90661553626751,2.389432489871979,2023-12-06T02:45:11.583000Z
Jeûneurs - Mulhouse,26,2,48.868997,2.346925,2023-12-06T02:45:11.308000Z
Danielle Casanova - Place Vendôme,24,2,48.86826649822326,2.3304839059710503,2023-12-06T02:45:10.345000Z
Versailles - Claude Terrasse,38,6,48.84021933807409,2.263834191152959,2023-12-06T02:45:09.227000Z
Claude Vellefaux - Sambre et Meuse,13,20,48.875022,2.370478,2023-12-06T02:45:09.936000Z
Faidherbe - Dahomey,12,30,48.851358329771806,2.383823134795429,2023-12-06T02:45:11.493000Z
Fernand Braudel - Vincent Auriol ,15,21,48.83637852318147,2.3723404482007027,2023-12-06T02:45:09.244000Z
Porte Saint-Martin,27,6,48.86860172112996,2.35570102930069,2023-12-06T02:45:12.226000Z
Gare de l'Est - Chateau Landon,39,20,48.879305,2.362424,2023-12-06T02:45:09.992000Z
Place Saint-Ferdinand,20,18,48.87815529789739,2.288518047864942,2023-12-06T02:45:09.730000Z
Le Vau - Maurice Bertaux,21,3,48.86803439043193,2.411030612453627,2023-12-06T02:45:10.075000Z
Place du Canada,31,6,48.865346269362675,2.310193787964762,2023-12-06T02:45:11.533000Z
Arsène Houssaye - Champs-Elysées,26,2,48.873409276267,2.2977904602885,2023-12-06T02:45:11.735000Z
Daunou - Louis le Grand,16,1,48.869113,2.332515,2023-12-06T02:45:09.879000Z
Bleue - Trévise,8,21,48.87578906564573,2.347289621829987,2023-12-06T02:45:09.405000Z
Parc de Sceaux - Centre-Ville,32,1,48.7769529826096,2.2957214713096623,2023-12-06T02:45:10.484000Z
Sorbonne - Ecoles,49,1,48.849686566191,2.3434996604919,2023-12-06T02:45:10.795000Z
Place Mireille Havet,12,30,48.850533,2.383756,2023-12-06T02:45:09.888000Z
Pierre Sarrazin - Saint-Michel,30,2,48.850908146398,2.342130728066,2023-12-06T02:45:10.799000Z
Mornay - Sully,1,14,48.84970399548416,2.364460788667202,2023-12-06T02:45:11.296000Z
Bachaumont - Montmartre,27,6,48.86617395079137,2.3449775576591496,2023-12-06T02:45:12.034000Z
Place Tony de Graaff,0,41,48.8181645,2.2458109,2023-12-06T02:45:09.835000Z
François 1er - Lincoln,27,3,48.869517979344,2.3024262188416,2023-12-06T02:45:09.931000Z
Blaise-Desgoffe - Vaugirard,29,3,48.846128877747,2.3242672160268,2023-12-06T02:45:10.652000Z
Ferrus - Saint-Jacques,21,11,48.8313878,2.3408563,2023-12-06T02:45:10.086000Z
Lamartine - Faubourg Montmartre,19,10,48.87661398289084,2.339765690267086,2023-12-06T02:45:11.722000Z
Mairie du 19ème,9,18,48.88256264247959,2.3812624812126164,2023-12-06T02:45:12.301000Z
Odessa - Départ,37,2,48.842885590081,2.3244281485677,2023-12-06T02:45:11.868000Z
Quai Marcel Boyer - Victor Hugo,4,24,48.82255636666729,2.392039597034455,2023-12-06T02:45:09.749000Z
Jardin Marguerite Long,14,8,48.8816985773914,2.2836575657129288,2023-12-06T02:45:09.887000Z
Place de l'Eglise - Pantin,23,5,48.892809461520265,2.4124351143836975,2023-12-06T02:45:10.326000Z
Melun - Jean Jaurès,5,23,48.8837796723475,2.376477420330048,2023-12-06T02:45:09.393000Z
Suffren - Pérignon,26,18,48.84717561492764,2.307052147596786,2023-12-06T02:45:10.427000Z
Jean Jaurès - Reine,16,14,48.84009622558849,2.239872515201569,2023-12-06T02:45:11.613000Z
Argenson - Château,19,6,48.888559314669514,2.2642001509666447,2023-12-06T02:45:09.299000Z
Square du Bataclan,1,17,48.8633762,2.3711327,2023-12-06T02:45:10.278000Z
Butte aux Cailles - Esperance,22,8,48.82758774190948,2.3492151126265526,2023-12-06T02:45:09.435000Z
Louis Ganne - Davout,27,2,48.86338720692607,2.409725748002529,2023-12-06T02:45:10.756000Z
Roquette - Folie Regnault,13,36,48.859246959155485,2.386553623578705,2023-12-06T02:45:12.405000Z
Vignes - Boulainvilliers,15,6,48.856399483950504,2.275240458548069,2023-12-06T02:45:09.224000Z
Tremblay - Lac des Minimes,22,45,48.834131261494,2.4547516554594,2023-12-06T02:45:11.570000Z
Terroirs de France - Lheureux,40,13,48.83212027074841,2.388618104159832,2023-12-06T02:45:11.202000Z
Place Marcel Sembat,54,2,48.83328865030686,2.2441747784614567,2023-12-06T02:45:11.605000Z
Censier - Jardin des Plantes,0,27,48.84107178161383,2.355475388467312,2023-12-06T02:45:09.955000Z
Brochant - Clichy,20,33,48.89032998912038,2.319730559929781,2023-12-06T02:45:12.409000Z
René Binet - Porte de Montmartre,16,20,48.89905109950848,2.3365534096956253,2023-12-06T02:45:11.569000Z
Charles de Gaulle - Plateau de Vanves,32,1,48.82233088973263,2.298571803412886,2023-12-06T02:45:10.415000Z
René Coty - Parc Montsouris,0,53,48.82479134498032,2.336124926805496,2023-12-06T02:45:10.264000Z
François Truffaut - Saint Emilion,62,3,48.83372354344807,2.386601903271428,2023-12-06T02:45:12.443000Z
Lac Daumesnil - Saint-Maurice,48,1,48.82774555743318,2.4183654785156246,2023-12-06T02:45:09.325000Z
Montreuil - Voltaire,15,19,48.850507011842,2.3930755582745,2023-12-06T02:45:09.626000Z
Léon - Doudeauville,4,9,48.88832421845225,2.353573372638597,2023-12-06T02:45:11.876000Z
Moulin de la Pointe,6,16,48.82092946051445,2.3563179373741145,2023-12-06T02:45:12.468000Z
Place du 8 mai 1945.,20,10,48.938882272105,2.3566243797541,2023-12-06T02:45:11.288000Z
Schoelcher - Raspail,48,2,48.83681733526843,2.3312794080411474,2023-12-06T02:45:09.859000Z
Gare de Clichy-Levallois ,5,17,48.89679827481989,2.2984680533409123,2023-12-06T02:45:09.329000Z
Daumesnil - Picpus,1,21,48.8374688,2.401765,2023-12-06T02:45:09.709000Z
Place Charles Vallin,4,21,48.835523812041,2.3025986552238,2023-12-06T02:45:09.687000Z
Le Corbusier - Jean Jaurès,43,2,48.83780830557548,2.2408381104469304,2023-12-06T02:45:10.748000Z
Beaumarchais - Pas de la Mule,5,13,48.855580507049,2.3684333673431,2023-12-06T02:45:11.606000Z
Place Centrale,19,3,48.78740167690531,2.2278830409049992,2023-12-06T02:45:09.282000Z
Mairie du 9ème,20,2,48.87326713758289,2.340753448052758,2023-12-06T02:45:11.289000Z
Jean Moulin - Paul Doumer,5,15,48.8622179854695,2.45533436536789,2023-12-06T02:45:09.295000Z
Boutroux - Porte de Vitry,7,42,48.822632,2.377738,2023-12-06T02:45:10.116000Z
Véron - Lepic,20,2,48.88526123395252,2.334559857845307,2023-12-06T02:45:10.638000Z
Commandant l'Herminier - Gallieni,11,6,48.847040552603,2.4160453677177,2023-12-06T02:45:10.007000Z
Pont De Charenton,0,18,48.8179685,2.4199531,2023-12-06T02:45:09.944000Z
Pierre Brossolette - Adolphe Pinard,8,15,48.82177227954821,2.313155829906464,2023-12-06T02:45:09.435000Z
Station Paris Basketball - Stade Georges Carpentier,5,33,48.82048243838136,2.366832196712494,2023-12-06T02:45:10.999000Z
Gare de Nanterre Ville,38,5,48.8950295,2.1957932,2023-12-06T02:45:09.594000Z
Senard - Charles Blum,17,7,48.857315824799,2.221091687679291,2023-12-06T02:45:12.356000Z
Charles de Gaulle - Orléans,0,0,48.88092225101522,2.271581590175629,2023-12-06T02:45:12.380000Z
Saint-Fargeau - Mortier,29,2,48.87266656122256,2.407912909984589,2023-12-06T02:45:10.055000Z
Gergovie - Vercingétorix,20,9,48.83453413883994,2.313154547426182,2023-12-06T02:45:11.544000Z
Choisy - Tolbiac,0,0,48.82591155587,2.3602393269539,2023-12-06T02:45:10.257000Z
Mahatma Gandhi,16,10,48.876356,2.264205,2023-12-06T02:45:09.769000Z
Pyramide - Parc Floral,33,16,48.837442,2.440452,2023-12-06T02:45:12.281000Z
Jules Guesde - Laennec,13,6,48.87628983900398,2.5006942078471184,2023-12-06T02:45:10.274000Z
Demi-Lune - Aristide Briand,2,18,48.87626381919953,2.4562818557024,2023-12-06T02:45:09.569000Z
Bois de Vincennes - Porte Jaune,33,1,48.838751246689455,2.4605489149689674,2023-12-06T02:45:10.091000Z
Guy Môquet - Saint-Ouen,3,46,48.892777719023975,2.3270335793495183,2023-12-06T02:45:12.092000Z
Pré Saint-Gervais - Lilas,16,12,48.877870626988,2.3959073424339,2023-12-06T02:45:10.046000Z
Choron - Martyrs,11,6,48.877851443502536,2.3396701365709305,2023-12-06T02:45:12.360000Z
Sambre et Meuse - Villette,12,11,48.874405666217,2.3738072379951,2023-12-06T02:45:10.492000Z
Place du Président Salvador Allende,55,2,48.897307310356055,2.40079153681279,2023-12-06T02:45:10.516000Z
Square Edmond Pépin,0,0,48.883656206899,2.4033531546593,2023-12-06T02:45:10.406000Z
Clapeyron - Moscou,14,1,48.88078819514121,2.324815057218075,2023-12-06T02:45:09.351000Z
Boussingault - Tolbiac,28,0,48.826035166059,2.3421768080043,2023-12-06T02:45:10.575000Z
Paul Klee - Place Augusta Holmes,35,4,48.838946417408025,2.3704235663952966,2023-12-06T02:45:12.373000Z
Jacquard - Ternaux ,26,13,48.8646605,2.373162,2023-12-06T02:45:12.388000Z
Alexander Fleming - Belvédère,13,18,48.88179064200294,2.4030599377642674,2023-12-06T02:45:10.455000Z
Honoré d'Estienne d'Ovres - Grilles,7,11,48.89056394743836,2.4064831843792427,2023-12-06T02:45:11.717000Z
Eylau - Trocadéro,22,1,48.863354122371,2.2864209115505,2023-12-06T02:45:11.454000Z
Santé - Arago,28,9,48.83507657562064,2.3415737262044938,2023-12-06T02:45:10.405000Z
Athènes - Clichy,19,1,48.878113787876,2.32956021945824,2023-12-06T02:45:11.950000Z
Paul Barruel - Vaugirard,17,22,48.84014918546239,2.3044332861900334,2023-12-06T02:45:10.380000Z
Longchamp - Place d'Iéna,37,3,48.86491723343388,2.2926748171448708,2023-12-06T02:45:11.774000Z
Parc Suzanne Lenglen,50,1,48.833250690537874,2.2765403240919113,2023-12-06T02:45:11.186000Z
Louis Blanc - Jemmapes,4,25,48.879330755297346,2.368448562920093,2023-12-06T02:45:09.645000Z
Averroès - Aimé Césaire,8,10,48.91405323432864,2.412636950612068,2023-12-06T02:45:10.789000Z
Place de la Montagne du Goulet,0,21,48.8443415,2.2773844,2023-12-06T02:45:10.017000Z
Gare de Lyon - Van Gogh,49,2,48.843839785643,2.3704450240357,2023-12-06T02:45:11.435000Z
Charles Lecocq - Lecourbe,11,19,48.84044,2.294867,2023-12-06T02:45:11.193000Z
Quai de Valmy,19,7,48.88126951579429,2.368186041712761,2023-12-06T02:45:11.179000Z
Place d'Italie - Vincent Auriol,5,34,48.831481874467,2.3567550292319,2023-12-06T02:45:09.413000Z
Square de la rue Pixérécourt,8,7,48.8736824,2.3960278,2023-12-06T02:45:10.260000Z
Place du Front Populaire - George Sand,30,4,48.90680713698062,2.364541214992642,2023-12-06T02:45:09.726000Z
Bastille - Quai de la Rapée,17,7,48.84682410855,2.3669364675879,2023-12-06T02:45:11.629000Z
Auguste Blanqui - Glacière,52,8,48.831151602964354,2.3438221961259837,2023-12-06T02:45:11.853000Z
Mazagran - Pierre de Coubertin,6,9,48.816218640260445,2.344226874411106,2023-12-06T02:45:10.580000Z
Place Fernand Forest,12,19,48.849269143835926,2.2818631678819656,2023-12-06T02:45:09.372000Z
Wurtz - Tolbiac,1,27,48.82631195621006,2.344585955142975,2023-12-06T02:45:09.797000Z
Hôtel de ville de Fontenay-sous-Bois,15,5,48.84949749106274,2.4750164151191716,2023-12-06T02:45:10.168000Z
Pierre Demours - Laugier,25,12,48.8813072,2.294846,2023-12-06T02:45:10.804000Z
Ivry - Simone Weil,9,9,48.823283932030755,2.3659095168113713,2023-12-06T02:45:09.611000Z
Metz - Faubourg Saint-Denis,38,8,48.870893,2.353521,2023-12-06T02:45:10.485000Z
Botzaris - Crimée,7,14,48.87959698690176,2.3887913337477067,2023-12-06T02:45:09.646000Z
Saint-Didier - Raymond Poincaré,16,1,48.86642312020962,2.285863497192411,2023-12-06T02:45:11.105000Z
Pelée - Alphonse Baudin,2,36,48.8600265,2.3710541,2023-12-06T02:45:11.254000Z
Traktir - Foch,22,0,48.872755334614,2.2915497802487,2023-12-06T02:45:12.025000Z
Saint-Lazare - Place d'Estienne d'Orves,33,5,48.8768345,2.3329067,2023-12-06T02:45:11.158000Z
Place Jules Ferry,19,9,48.812107928414775,2.325837314128876,2023-12-06T02:45:09.433000Z
Censier - Santeuil,16,50,48.840658921385234,2.3537524044513702,2023-12-06T02:45:11.019000Z
Cimetière d'Issy-les-Moulineaux,11,13,48.81769977392539,2.260931208729744,2023-12-06T02:45:09.724000Z
Mairie de Neuilly sur Seine,20,8,48.88494728765838,2.2677031159400944,2023-12-06T02:45:11.230000Z
Pierre Levée - Fontaine Timbaud,15,8,48.86632723374305,2.3711163550615306,2023-12-06T02:45:10.276000Z
Gare Montparnasse - Edgar Quinet,31,2,48.841487851079,2.3233232282801,2023-12-06T02:45:09.313000Z
Joseph Sansboeuf - Saint Lazare,16,1,48.87531563065266,2.3229019716382027,2023-12-06T02:45:09.870000Z
Cours de l'Ile Seguin - Parc Billancourt,22,6,48.82714055843935,2.234234511852265,2023-12-06T02:45:10.959000Z
Marcel Yol - Jullien,29,1,48.82537611802588,2.287235018058929,2023-12-06T02:45:10.128000Z
Marc Sangnier - Division Leclerc,5,19,48.78599652305309,2.329955510795116,2023-12-06T02:45:12.064000Z
Convention - Vaugirard,4,42,48.83767682233156,2.295586926020252,2023-12-06T02:45:11.106000Z
Résistance - Hoche,24,4,48.864273423741956,2.435784414410591,2023-12-06T02:45:09.677000Z
Paul Vaillant-Couturier - Gare RER,0,24,48.80108159069614,2.402097210288048,2023-12-06T02:45:10.199000Z
Raffet - Montmorency,29,12,48.85258670812,2.2629252456151954,2023-12-06T02:45:11.022000Z
Commerce - Letellier,31,11,48.84797660373612,2.2966245196598805,2023-12-06T02:45:11.328000Z
Victor Cresson - Telles de la Poterie,11,19,48.822698842979,2.2686498274964,2023-12-06T02:45:10.909000Z
Carnot - Général Lanrezac,30,0,48.875443870736,2.2938242935036,2023-12-06T02:45:09.913000Z
Fessart - Château,9,10,48.84245,2.23989,2023-12-06T02:45:09.368000Z
Jean-Pierre Timbaud - Vaucouleurs,14,29,48.867937,2.377885,2023-12-06T02:45:11.301000Z
Bruneseau - Quai d'Ivry,17,29,48.82494563758295,2.388566136360169,2023-12-06T02:45:11.267000Z
Hôtel de Ville de Fontenay-aux-Roses,26,7,48.790844603480856,2.2871455930319455,2023-12-06T02:45:10.656000Z
Bercy - Villot,25,11,48.841795009027,2.3767850184816,2023-12-06T02:45:11.406000Z
Petites Ecuries - Faubourg Saint-Denis,27,0,48.87287120589831,2.3542150855064397,2023-12-06T02:45:09.542000Z
Brancion - Lefebvre,4,6,48.82900222785569,2.301431038163409,2023-12-06T02:45:11.631000Z
Malesherbes - Place de la Madeleine,61,5,48.870406028483,2.323243509808,2023-12-06T02:45:12.093000Z
Temple - Charlot,40,2,48.865709343796,2.3652737250724,2023-12-06T02:45:09.748000Z
Docteurs Déjérine - Pte de Montreuil,18,2,48.85398448133697,2.41208288897222,2023-12-06T02:45:11.824000Z
Cimetière de Boulogne-Billancourt,26,13,48.830764,2.252024,2023-12-06T02:45:11.588000Z
Pontoise - La Tournelle,8,15,48.850458009188,2.3524542754922,2023-12-06T02:45:11.384000Z
Vanne - Général de Gaulle,25,0,48.815007,2.328318,2023-12-06T02:45:12.181000Z
Charles de Gaulle - Beauté,28,21,48.83649602312711,2.479562651149885,2023-12-06T02:45:09.908000Z
Malakoff - Place de la Porte Maillot,12,4,48.876733496637506,2.2834577411413193,2023-12-06T02:45:11.213000Z
Ranelagh - Maison de la Radio,6,12,48.85293603169479,2.280449643731117,2023-12-06T02:45:10.049000Z
Gare SNCF Vanves-Malakoff,32,17,48.819002163836444,2.292150005103606,2023-12-06T02:45:11.505000Z
Vanne - Saussaies,6,14,48.786404,2.338848,2023-12-06T02:45:09.836000Z
André Maurois - Joseph et Marie Hackin,23,3,48.8778983,2.2789591,2023-12-06T02:45:12.354000Z
Pierre Lefaucheux - Traversière,12,23,48.82435208303827,2.2417913004755974,2023-12-06T02:45:09.209000Z
Vitruve - Davout,19,4,48.86053161154489,2.4091592812626543,2023-12-06T02:45:09.708000Z
Place de l'Insurrection d'Août 1944 ,2,27,48.81477852751594,2.398074567317963,2023-12-06T02:45:11.538000Z
Buzenval - Avron,47,2,48.851617204998654,2.401513597307666,2023-12-06T02:45:11.819000Z
Porte d'Italie,10,3,48.817161987718954,2.360236309468746,2023-12-06T02:45:09.659000Z
Westermeyer - Paul Vaillant-Couturier,0,43,48.819116181578764,2.3966637253761296,2023-12-06T02:45:10.259000Z
Cauchy - Cévennes,6,45,48.8433725710224,2.275132834911347,2023-12-06T02:45:10.277000Z
Amaury Duval - Gabriel Péri,30,6,48.81718759671675,2.323841750621796,2023-12-06T02:45:10.181000Z
Caulaincourt - Place Constantin Pecqueur,18,25,48.8896779050281,2.33817871442611,2023-12-06T02:45:12.372000Z
Charles de Gaulle - Graviers,0,0,48.883151759186,2.2648814320564,2023-12-06T02:45:09.666000Z
Paul Signac - Aristide Briand,20,15,48.86950262156371,2.4502260982990265,2023-12-06T02:45:11.642000Z
Hôpital - Campo-Formio,13,2,48.835405,2.358218,2023-12-06T02:45:10.208000Z
Jean Calvin - Tournefort,25,3,48.84158856925782,2.348489575088024,2023-12-06T02:45:09.432000Z
Place de Barcelone - Mirabeau,13,42,48.847623027364,2.2735664248466,2023-12-06T02:45:12.406000Z
Charles Gide - Fort de Bicêtre ,18,12,48.8071937956922,2.353984415531159,2023-12-06T02:45:11.025000Z
Jardin de l'Hospice Debrousse,13,9,48.861451061938,2.40568600595,2023-12-06T02:45:09.975000Z
Place de la Porte de Passy,35,1,48.857341095470794,2.2644165538827115,2023-12-06T02:45:11.528000Z
Batignolles - Beudant,39,5,48.88216401466375,2.319852970540523,2023-12-06T02:45:10.774000Z
Daumesnil - Hébrard,24,15,48.8429,2.38474,2023-12-06T02:45:10.837000Z
Stade de France,32,10,48.919141953558054,2.362065576016903,2023-12-06T02:45:09.868000Z
Place de Lévis,43,3,48.883546851533254,2.3131933808326726,2023-12-06T02:45:09.889000Z
Damrémont - Ordener,2,27,48.893400392981874,2.336266523912805,2023-12-06T02:45:11.109000Z
Arcole - Notre-Dame,19,9,48.853883541328,2.3493797332048,2023-12-06T02:45:12.167000Z
La Motte-Picquet - Grenelle,18,16,48.84858321339195,2.299347817897797,2023-12-06T02:45:11.011000Z
Président Wilson - Baudin,6,21,48.89826887103676,2.2849336266517644,2023-12-06T02:45:11.456000Z
Lobau - Hôtel de Ville,54,6,48.8562118,2.3532536,2023-12-06T02:45:11.592000Z
Colmar - Victor Hugo,31,1,48.88652251096166,2.173960916697979,2023-12-06T02:45:09.270000Z
Charonne - Pierre Bayle,13,10,48.858445054262,2.3903981223891,2023-12-06T02:45:11.930000Z
Jourdan - Monticelli,23,6,48.822032,2.329095,2023-12-06T02:45:12.079000Z
Porte d'Asnières,10,23,48.89035817610495,2.3036286234855656,2023-12-06T02:45:09.586000Z
Gaston Tessier - Rosa Parks RER,30,7,48.8963765,2.3743692,2023-12-06T02:45:10.073000Z
Camille Groult - Guy Môquet,0,22,48.787482746521306,2.3976725712418556,2023-12-06T02:45:09.672000Z
Place de l'Europe - Quai de Bercy,5,12,48.82529858840266,2.3945679143071175,2023-12-06T02:45:11.462000Z
Marché aux fleurs,16,5,48.855258115391,2.3473754525185,2023-12-06T02:45:11.379000Z
Assas - Luxembourg,30,2,48.84373446877937,2.333428381875887,2023-12-06T02:45:09.772000Z
Pergolèse - Malakoff,37,0,48.87521088779225,2.2842781618237495,2023-12-06T02:45:12.053000Z
Raspail - Albert Schweitzer,0,27,48.81031545,2.34395871,2023-12-06T02:45:09.598000Z
Jean Jaurès - Ouvrières Pivéreuses,6,14,48.91042343752563,2.399576604366303,2023-12-06T02:45:12.464000Z
Javel - André Citroën,25,19,48.846276485475,2.2786368057131767,2023-12-06T02:45:10.639000Z
Brillat-Savarin - Küss,8,12,48.822203,2.350422,2023-12-06T02:45:10.943000Z
Jacques Kellner - Saint-Ouen,13,30,48.895809485802886,2.327897409164145,2023-12-06T02:45:11.477000Z
Gare de Lyon - Chalon,41,3,48.845666194202,2.3741452395916,2023-12-06T02:45:12.334000Z
Estienne d'Orves - Henri Ginoux,25,6,48.815388220397274,2.320886790760933,2023-12-06T02:45:09.220000Z
Benjamin Delessert - Jean Lolive,6,13,48.89392043619345,2.417981922626496,2023-12-06T02:45:10.164000Z
Paris - Laitières,15,6,48.84630274151258,2.4207553267478947,2023-12-06T02:45:09.838000Z
Louis Pasteur - Albert Petit,22,8,48.796261,2.317289,2023-12-06T02:45:09.426000Z
Bobillot - Paulin Mery,11,11,48.829899841747384,2.3543356766748507,2023-12-06T02:45:10.593000Z
Louis Rolland - République,23,2,48.81710889740748,2.3193106434955717,2023-12-06T02:45:09.778000Z
Emeriau - Beaugrenelle,26,47,48.84791249714942,2.2843059897422795,2023-12-06T02:45:10.951000Z
Faubourg Poissonnière - Dunkerque,18,10,48.880883445404436,2.349934279918671,2023-12-06T02:45:11.107000Z
Jean Moulin - Place Victor et Hélène Basch,33,7,48.82764910241,2.3261967301369,2023-12-06T02:45:09.468000Z
Victor Hugo - La Pompe,28,2,48.86795222470859,2.28146318346262,2023-12-06T02:45:11.129000Z
Place Mongolfier,11,28,48.815160030060376,2.4592879414558415,2023-12-06T02:45:09.409000Z
Gare RER - Malleret-Joinville,3,17,48.802936,2.42531,2023-12-06T02:45:11.036000Z
Place de la Gare,5,41,48.80253358011283,2.4275037646293645,2023-12-06T02:45:10.386000Z
Paris - Désiré Préaux,44,3,48.85742876694898,2.4323049187660217,2023-12-06T02:45:11.900000Z
Italie - Jardin Joan Miro,4,22,48.81990914045756,2.3592948541045193,2023-12-06T02:45:10.204000Z
Monceau - Malesherbes ,35,3,48.8795079,2.3145456,2023-12-06T02:45:11.903000Z
Gare de la Garenne-Colombes,24,2,48.909752,2.239145,2023-12-06T02:45:09.245000Z
Mairie de quartier du Plateau - Mont-Valérien,15,5,48.8799933,2.2072437,2023-12-06T02:45:10.007000Z
Paul Vaillant-Couturier - Victor Hugo,17,16,48.89819702263572,2.293848017974069,2023-12-06T02:45:09.731000Z
La Jarry - Place Diderot,3,22,48.849726940367326,2.452013790607453,2023-12-06T02:45:12.077000Z
Paul Doumer - Stalingrad,4,20,48.806518992199,2.3368880152702,2023-12-06T02:45:12.139000Z
Berthier - Place Stuart Merril,24,12,48.885927922355044,2.2933450341224675,2023-12-06T02:45:12.237000Z
