lat&lon,name_x,address,distance,name_y,rating,reviews,distance_on_yelp
48.8798926_2.2587671,Chez Thai,4 rue de l'Eglise,565,La Table des Oliviers,4.5,32,632.0
48.8094458_2.3903009,Le Capitole,9 rue Truillot,751,L'escale,4.0,2,167.0
48.8094458_2.3903009,Vanity Lounge,9 rue Truillot,797,L'escale,4.0,2,167.0
48.8094458_2.3903009,Junmai Sushi,44 rue Raspail,421,Junmai,4.0,7,143.0
48.86223916006812_2.4435862898826604,Villa 9 Trois,71 rue Hoche,180,Villa 9 Trois,4.0,28,780.0
48.86431136000005_2.4105210229754443,Peppe Pizzeria,2 place Saint-Blaise,976,Peppe,5.0,10,659.0
48.86431136000005_2.4105210229754443,Le Papillon,144 rue de Bagnolet,25,Café Le Papillon,4.0,14,792.0
48.854898095789295_2.4186685681343083,Restaurant Obrigado,8 avenue de la Porte de Montreuil,609,Obrigado,4.0,10,521.0
48.854898095789295_2.4186685681343083,Kyoto,169 rue de Paris,403,Kyoto,5.0,1,333.0
48.854898095789295_2.4186685681343083,Les Pianos,26 rue Robespierre,340,Les Pianos,4.5,2,321.0
48.83802015441127_2.2460845112800603,Plantxa,58 rue Gallieni,950,Plantxa,4.5,8,88.0
48.83802015441127_2.2460845112800603,Chez Madeleine,39 rue de Paris,280,Chez Madeleine,4.5,21,225.0
48.83802015441127_2.2460845112800603,Auberge de la Reine,42 route de la Reine,320,Auberge de la Reine,4.0,12,155.0
48.83802015441127_2.2460845112800603,Pedra Alta,6 avenue du Général Leclerc,948,Pedra Alta,4.0,69,568.0
48.8750657910044_2.3316738009452824,Palais Garnier (Opéra Garnier),8 rue Scribe,245,Opéra National de Paris - Palais Garnier,4.5,252,347.0
48.84070239213081_2.409667745232582,Le Picotin,35 rue Sibuet,919,Le Picotin,4.5,46,636.0
48.84070239213081_2.409667745232582,Chez Gudule,58 boulevard de Picpus,974,Chez Gudule,3.5,44,661.0
48.86741186571367_2.290781380114821,Chez Maram,30 rue de Longchamp,831,New Jawad,4.0,33,264.0
48.865804276686_2.3693370749669,Ober Mamma,107 boulevard Richard Lenoir,418,Ober Mamma,4.5,307,165.0
48.8853251694029_2.316423766314984,Le P'tit Canon,36 rue Legendre,711,Le P'tit Canon,4.5,34,165.0
48.8853251694029_2.316423766314984,Café Dose Paris Batignolles,82 place du Docteur Félix Lobligeois,752,Dose,4.5,23,229.0
48.85865170952645_2.303716580234576,L'Eclair,32 rue Cler,815,L'Éclair,4.0,89,249.0
48.82837482809675_2.384273745805574,Musée des Arts Forains,53 avenue des Terroirs de France,946,Musée des Arts Forains - Les Pavillons de Bercy,4.5,40,571.0
48.82837482809675_2.384273745805574,La Felicità,55 boulevard Vincent Auriol,461,La Felicità,4.0,27,1099.0
48.87525454905335_2.340853661298752,Hard Rock Cafe,14 boulevard Montmartre,859,Hard Rock Cafe Paris,3.5,220,393.0
48.844835471244416_2.297508493065834,Le Café du Commerce,51 rue du Commerce,195,Le Café du Commerce,3.5,202,237.0
48.883498_2.282015,Le Sébillon,20 avenue Charles de Gaulle,826,Sébillon,4.0,38,516.0
48.8644954_2.3750124,Ober Mamma,107 boulevard Richard Lenoir,715,Ober Mamma,4.5,307,364.0
48.86746195408435_2.405970990657807,Aux Ours,236 rue des Pyrénées,713,Aux Ours,3.5,29,680.0
48.86746195408435_2.405970990657807,Peppe Pizzeria,2 place Saint-Blaise,340,Peppe,5.0,10,830.0
48.848191348584_2.341831654854,Le Choupinet,58 boulevard Saint-Michel,684,Le Choupinet,4.0,28,96.0
48.89465_2.381868,Simonetta,32 quai de la Marne,464,Simonetta,4.5,7,509.0
48.89465_2.381868,Les Bancs Publics,2 rue de Nantes,541,Les Bancs Publics,4.5,22,444.0
48.89465_2.381868,Cité des Sciences et de l'Industrie,30 avenue Corentin Cariou,563,Cité des Sciences et de l'Industrie,4.0,119,453.0
48.89465_2.381868,Pathé la Villette,30 avenue Corentin Cariou,597,Cité des Sciences et de l'Industrie,4.0,119,453.0
48.89465_2.381868,Le Pavillon des Canaux,39 quai de la Loire,733,Le Pavillon des Canaux,4.5,103,833.0
48.88611466796807_2.356855627529275,Atelier Ramey,23 rue Ramey,940,L'Atelier Ramey,5.0,26,780.0
48.88611466796807_2.356855627529275,Brasserie Bellanger,140 rue du Faubourg Poissonnière,966,Brasserie Bellanger,5.0,21,763.0
48.886591074488_2.261394560337067,Livio,6 rue de Longchamp,522,Chez Livio,3.5,112,330.0
48.886591074488_2.261394560337067,Chez Thai,4 rue de l'Eglise,188,La Table des Oliviers,4.5,32,220.0
48.84520880183234_2.2656840831041336,Pizzeria d'Auteuil,81 rue Jean de la Fontaine,512,Pizzeria d'Auteuil,4.0,66,373.0
48.84520880183234_2.2656840831041336,Il Farniente,44 rue des Perchamps,575,Il Far'niente,4.5,32,523.0
48.839109_2.4175664,Cuisine de Perle,1 rue Grandville,960,Cuisine de Perle,5.0,1,119.0
48.88863669349711_2.3111706599593163,Café Dose Paris Batignolles,82 place du Docteur Félix Lobligeois,857,Dose,4.5,23,508.0
48.863875_2.28189,Schwartz's,7 avenue d'Eylau,543,Schwartz's Deli,3.5,64,273.0
48.863875_2.28189,Le Paris 16,18 rue des Belles Feuilles,595,Le Paris 16,4.0,37,304.0
48.847563015126106_2.433383166790009,Barto,22 avenue de Paris,889,Absolu,4.0,24,340.0
48.847563015126106_2.433383166790009,Barto,22 avenue de Paris,889,BARTO,4.0,8,325.0
48.847563015126106_2.433383166790009,Les Saveurs de Djerba,14 rue Robert Giraudineau,956,Le Méditerrannée - Les Saveurs de Djerba,4.0,21,220.0
48.85034821320644_2.273029983043671,Il Farniente,44 rue des Perchamps,135,Il Far'niente,4.5,32,346.0
48.85034821320644_2.273029983043671,Pop's,38 rue du Ranelagh,342,Pop's,5.0,11,493.0
48.85034821320644_2.273029983043671,Pizzeria d'Auteuil,81 rue Jean de la Fontaine,218,Pizzeria d'Auteuil,4.0,66,571.0
48.858462881661_2.4147954583168,Restaurant Obrigado,8 avenue de la Porte de Montreuil,341,Obrigado,4.0,10,592.0
48.858462881661_2.4147954583168,Peppe Pizzeria,2 place Saint-Blaise,239,Peppe,5.0,10,796.0
48.858462881661_2.4147954583168,Peppe Pizzeria,2 place Saint-Blaise,239,Blaise et Basile,4.0,11,796.0
48.858462881661_2.4147954583168,Le Papillon,144 rue de Bagnolet,473,Café Le Papillon,4.0,14,929.0
48.88125496379482_2.373463287949562,Gumbo Yaya,3 rue Charles Robin,616,Gumbo Yaya,4.5,81,522.0
48.88125496379482_2.373463287949562,Le Pavillon des Canaux,39 quai de la Loire,272,Le Pavillon des Canaux,4.5,103,788.0
48.88125496379482_2.373463287949562,Khayma rooftop,9-11 place du Colonel Fabien,613,Generator Paris,3.5,53,440.0
48.895713_2.400571,Cité de la Musique,221 avenue Jean Jaurès,775,Philharmonie de Paris,4.5,23,867.0
48.895713_2.400571,Grande Halle de la Villette,211 avenue Jean Jaurès,261,Parc de la Villette,4.0,35,770.0
48.895713_2.400571,Pathé la Villette,30 avenue Corentin Cariou,615,Cité des Sciences et de l'Industrie,4.0,119,927.0
48.895713_2.400571,Pathé la Villette,30 avenue Corentin Cariou,615,La Cité des Enfants,4.5,13,919.0
48.895713_2.400571,Cité des Sciences et de l'Industrie,30 avenue Corentin Cariou,432,Cité des Sciences et de l'Industrie,4.0,119,927.0
48.895713_2.400571,Cité des Sciences et de l'Industrie,30 avenue Corentin Cariou,432,La Cité des Enfants,4.5,13,919.0
48.8435137879902_2.3065522313117985,Bong,42 rue Blomet,589,Bong,4.0,74,104.0
48.8435137879902_2.3065522313117985,Au Roi du Café,59 rue Lecourbe,753,Au Roi du Café,4.0,64,25.0
48.84442462786544_2.294059172272682,Gioco,2 rue Mademoiselle,781,Wako,4.0,8,103.0
48.84442462786544_2.294059172272682,Le Café du Commerce,51 rue du Commerce,893,Le Café du Commerce,3.5,202,240.0
48.871624306962985_2.3639265082738348,Holybelly 5,19 rue Lucien Sampaix,694,Holybelly 19,4.5,300,237.0
48.872988840744_2.3294984212276,Palais Garnier (Opéra Garnier),8 rue Scribe,872,Opéra National de Paris - Palais Garnier,4.5,252,197.0
48.872988840744_2.3294984212276,Café de la Paix,5 place de l'Opéra,399,Café de la Paix,3.5,247,287.0
48.83227829269761_2.3022570088505745,Songsan,20 rue Marmontel,125,Songsan,4.0,30,543.0
48.86921273836114_2.371688821240712,Ober Mamma,107 boulevard Richard Lenoir,828,Ober Mamma,4.5,307,549.0
48.86921273836114_2.371688821240712,Siseng,82 quai de Jemmapes,588,Siseng,4.5,161,590.0
48.84309486651855_2.2597770800669053,Pizzeria d'Auteuil,81 rue Jean de la Fontaine,920,Pizzeria d'Auteuil,4.0,66,747.0
48.84309486651855_2.2597770800669053,Il Farniente,44 rue des Perchamps,598,Il Far'niente,4.5,32,958.0
48.882976576876565_2.260125767248034,Livio,6 rue de Longchamp,943,Chez Livio,3.5,112,235.0
48.882976576876565_2.260125767248034,Chez Thai,4 rue de l'Eglise,276,La Table des Oliviers,4.5,32,294.0
48.8888_2.296319,Le Grand Zino,97 avenue de Villiers,329,Zino,4.0,29,575.0
48.8888_2.296319,Schwartz's Deli,22 avenue Niel,340,Schwartz's Deli,4.0,55,931.0
48.819211549234495_2.254007756710053,La Passerelle,172 quai de Stalingrad,502,La Passerelle,3.5,7,707.0
48.819211549234495_2.254007756710053,Restaurant l'Ile,170 quai de Stalingrad,566,Parc de l'Île Saint Germain,4.0,10,851.0
48.819211549234495_2.254007756710053,Thon,1 rue de Paris,537,Thon,4.0,10,404.0
48.819211549234495_2.254007756710053,La Factory Burger,16 rue René Jacques,529,La Factory,4.5,8,659.0
48.819211549234495_2.254007756710053,La Factory Burger,16 rue René Jacques,529,Le Libanais,5.0,2,652.0
48.864660627935_2.3692265531829,Ober Mamma,107 boulevard Richard Lenoir,827,Ober Mamma,4.5,307,67.0
48.910388180512_2.3117771744728,Kawasaki,8 rue Madame de Sanzillon,819,Kawasaki Sushi,4.5,4,818.0
48.910388180512_2.3117771744728,Green is Better,14 rue Jean Walter,870,Green is Better,3.0,1,123.0
48.79387269664978_2.321148812770844,McDonald's,149/151 avenue Aristide Briand,609,McDonald's,5.0,1,170.0
48.905303858642_2.31055945158,Polette,115 boulevard Victor Hugo,949,Polette,4.5,5,614.0
48.905303858642_2.31055945158,Kawasaki,8 rue Madame de Sanzillon,25,Kawasaki Sushi,4.5,4,362.0
48.905303858642_2.31055945158,Auberg'In,77 rue de Paris,323,Auberg'In,4.5,10,708.0
48.88678574147968_2.3746193200349808,Le Pavillon des Canaux,39 quai de la Loire,630,Le Pavillon des Canaux,4.5,103,306.0
48.886393679436_2.3865414544355,Simonetta,32 quai de la Marne,802,Simonetta,4.5,7,472.0
48.886393679436_2.3865414544355,Le Pavillon des Canaux,39 quai de la Loire,767,Le Pavillon des Canaux,4.5,103,587.0
48.886393679436_2.3865414544355,Au Bœuf Couronné,188 avenue Jean Jaurès,733,Au Boeuf Couronné,4.0,98,411.0
48.88467368538326_2.380039058625698,Le Pavillon des Canaux,39 quai de la Loire,1014,Le Pavillon des Canaux,4.5,103,325.0
48.88467368538326_2.380039058625698,Franco et Giacomo,115 avenue Jean Jaurès,568,Franco et Giacomo,4.0,23,131.0
48.90379820774301_2.3187401890754704,Polette,115 boulevard Victor Hugo,776,Polette,4.5,5,251.0
48.90379820774301_2.3187401890754704,Kawasaki,8 rue Madame de Sanzillon,533,Kawasaki Sushi,4.5,4,325.0
48.8577967_2.3192664,Orsay Museum (Musée d'Orsay),1 rue de la Légion d'Honneur,300,Musée d’Orsay,4.5,918,525.0
48.84288183896324_2.222245037555695,Sushi Shop,3 rue Dailly,711,Sushi Shop,4.0,7,280.0
48.799824_2.328171,Le Palais de Cachan,27 avenue Aristide Briand,151,Le Palais de Cachan,1.0,1,336.0
48.799824_2.328171,Tokyo Yaki,125 avenue Aristide Briand,817,Tokyo Yaki,3.5,5,361.0
48.799824_2.328171,L'Océan Bleu,71 rue Emile Raspail,618,L'Océan Bleu,5.0,2,481.0
48.855628721101_2.3256602883339,Orsay Museum (Musée d'Orsay),1 rue de la Légion d'Honneur,44,Musée d’Orsay,4.5,918,520.0
48.855628721101_2.3256602883339,Les Antiquaires,13 rue du Bac,883,Les Antiquaires,4.5,465,330.0
48.855628721101_2.3256602883339,Galette Café,2 rue de l'Université,234,Galette Café,4.5,114,446.0
48.814280450380224_2.341034710407257,La Fabrique aux Gourmandises,82 rue de l'Amiral Mouchez,269,La Fabrique aux Gourmandises,5.0,5,769.0
48.868895162679_2.3919824145635,Aux Ours,236 rue des Pyrénées,803,Aux Ours,3.5,29,376.0
48.82124248401006_2.2511002421379094,La Machine à Coudes,57 rue yves kermen,882,La Machine à Coudes,4.0,9,664.0
48.82124248401006_2.2511002421379094,Restaurant l'Ile,170 quai de Stalingrad,944,Parc de l'Île Saint Germain,4.0,10,749.0
48.82124248401006_2.2511002421379094,Thon,1 rue de Paris,946,Thon,4.0,10,430.0
48.82124248401006_2.2511002421379094,La Factory Burger,16 rue René Jacques,962,La Factory,4.5,8,737.0
48.82124248401006_2.2511002421379094,La Factory Burger,16 rue René Jacques,962,Le Libanais,5.0,2,725.0
48.8184945213025_2.3744174838066106,L'Hommage,36 avenue de Choisy,783,L'Hommage,5.0,6,934.0
48.867362_2.396222,Aux Ours,236 rue des Pyrénées,568,Aux Ours,3.5,29,37.0
48.85670169739857_2.445072233676911,Le Drunken,19 rue Girard,343,Le Drunken,4.5,6,825.0
48.82176874759649_2.3688706755638127,Pho Tai,13 rue Philibert Lucot,427,Phó Taì,4.0,94,554.0
48.82176874759649_2.3688706755638127,New Hoa Khoan,15 avenue de Choisy,196,Tricotin,3.5,134,396.0
48.82176874759649_2.3688706755638127,Tricotin,15 avenue de Choisy,590,Tricotin,3.5,134,396.0
48.85078526167496_2.2871585190296173,Le Volant Basque,13 rue Béatrix Dussane,704,Le Volant Basque,4.5,244,804.0
48.87660391892763_2.404769691129476,Benoît Castel,150 rue de Ménilmontant,829,Benoît Castel,4.0,19,538.0
48.849259262115_2.3917546141943,Fulgurances l'Adresse,10 rue Alexandre Dumas,320,Fulgurances l'Adresse,4.5,22,923.0
